model_name,fold,accuracy,roc_auc,f1_seizure,recall_seizure,precision_seizure
EEG_Only,0,0.9622641509433962,0.9944444444444444,0.875,0.875,0.875
EEG_Only,1,0.9811320754716981,1.0,0.9411764705882353,1.0,0.8888888888888888
EEG_Only,2,0.9433962264150944,0.9888888888888889,0.8235294117647058,0.875,0.7777777777777778
EEG_Only,3,0.9811320754716981,1.0,0.9411764705882353,1.0,0.8888888888888888
EEG_Only,4,1.0,1.0,1.0,1.0,1.0
EEG_Only,5,0.9811320754716981,1.0,0.9333333333333333,0.875,1.0
EEG_Only,6,0.9811320754716981,1.0,0.9411764705882353,1.0,0.8888888888888888
EEG_Only,7,0.9811320754716981,1.0,0.9333333333333333,0.875,1.0
EEG_Only,8,0.9245283018867925,1.0,0.8,1.0,0.6666666666666666
EEG_Only,9,0.9622641509433962,1.0,0.8888888888888888,1.0,0.8
EEG_Only,10,0.9433962264150944,0.9888888888888888,0.8235294117647058,0.875,0.7777777777777778
EEG_Only,11,0.9433962264150944,1.0,0.8421052631578947,1.0,0.7272727272727273
EEG_Only,12,0.9622641509433962,1.0,0.8571428571428571,0.75,1.0
EEG_Only,13,0.9622641509433962,0.9972222222222222,0.875,0.875,0.875
EEG_Only,14,1.0,1.0,1.0,1.0,1.0
ECG_Only,0,0.6792452830188679,0.5277777777777778,0.10526315789473684,0.125,0.09090909090909091
ECG_Only,1,0.7358490566037735,0.6652777777777777,0.125,0.125,0.125
ECG_Only,2,0.7735849056603774,0.6472222222222223,0.25,0.25,0.25
ECG_Only,3,0.7924528301886793,0.6583333333333334,0.15384615384615385,0.125,0.2
ECG_Only,4,0.8113207547169812,0.7444444444444445,0.16666666666666666,0.125,0.25
ECG_Only,5,0.6981132075471698,0.48750000000000004,0.0,0.0,0.0
ECG_Only,6,0.7358490566037735,0.5652777777777779,0.125,0.125,0.125
ECG_Only,7,0.7735849056603774,0.7194444444444446,0.0,0.0,0.0
ECG_Only,8,0.7547169811320755,0.6777777777777778,0.13333333333333333,0.125,0.14285714285714285
ECG_Only,9,0.7924528301886793,0.7527777777777778,0.26666666666666666,0.25,0.2857142857142857
ECG_Only,10,0.7358490566037735,0.5888888888888889,0.125,0.125,0.125
ECG_Only,11,0.7735849056603774,0.6916666666666667,0.14285714285714285,0.125,0.16666666666666666
ECG_Only,12,0.7924528301886793,0.7347222222222223,0.35294117647058826,0.375,0.3333333333333333
ECG_Only,13,0.7358490566037735,0.5513888888888889,0.125,0.125,0.125
ECG_Only,14,0.7358490566037735,0.5708333333333333,0.0,0.0,0.0
Fused_EEG_ECG,0,0.9622641509433962,0.9972222222222222,0.875,0.875,0.875
Fused_EEG_ECG,1,0.9811320754716981,1.0,0.9411764705882353,1.0,0.8888888888888888
Fused_EEG_ECG,2,0.9433962264150944,0.9888888888888889,0.8235294117647058,0.875,0.7777777777777778
Fused_EEG_ECG,3,0.9811320754716981,1.0,0.9411764705882353,1.0,0.8888888888888888
Fused_EEG_ECG,4,0.9811320754716981,1.0,0.9411764705882353,1.0,0.8888888888888888
Fused_EEG_ECG,5,0.9811320754716981,1.0,0.9333333333333333,0.875,1.0
Fused_EEG_ECG,6,0.9811320754716981,1.0,0.9411764705882353,1.0,0.8888888888888888
Fused_EEG_ECG,7,0.9811320754716981,1.0,0.9333333333333333,0.875,1.0
Fused_EEG_ECG,8,0.9245283018867925,1.0,0.8,1.0,0.6666666666666666
Fused_EEG_ECG,9,0.9622641509433962,1.0,0.8888888888888888,1.0,0.8
Fused_EEG_ECG,10,0.9433962264150944,0.9888888888888888,0.8235294117647058,0.875,0.7777777777777778
Fused_EEG_ECG,11,0.9433962264150944,1.0,0.8421052631578947,1.0,0.7272727272727273
Fused_EEG_ECG,12,0.9622641509433962,1.0,0.8571428571428571,0.75,1.0
Fused_EEG_ECG,13,0.9622641509433962,0.9972222222222223,0.875,0.875,0.875
Fused_EEG_ECG,14,1.0,1.0,1.0,1.0,1.0
