subject_id,model_name,roc_auc,f1_seizure,recall_seizure,precision_seizure,accuracy
sub-104,ECG_Only,0.6828282828282828,0.10444444444444444,0.2,0.07222222222222222,0.8465811965811966
sub-104,EEG_Only,1.0,0.9333333333333333,1.0,0.9,0.9833333333333333
sub-104,Fused_EEG_ECG,0.993939393939394,0.9,0.9333333333333333,0.888888888888889,0.9833333333333333
sub-106,ECG_Only,0.826388888888889,0.45555555555555555,0.5333333333333333,0.45555555555555555,0.8525925925925926
sub-106,EEG_Only,0.9800925925925926,0.8088888888888889,0.9333333333333333,0.7555555555555554,0.9422222222222222
sub-106,Fused_EEG_ECG,0.9800925925925926,0.7533333333333334,0.8666666666666667,0.7,0.9422222222222222
sub-109,ECG_Only,0.8635087719298246,0.5802849002849002,0.6033333333333334,0.6122222222222222,0.8416666666666667
sub-109,EEG_Only,0.9667105263157895,0.7905772005772005,0.8,0.8044444444444444,0.925
sub-109,Fused_EEG_ECG,0.969780701754386,0.8217412217412218,0.7833333333333333,0.8922222222222221,0.9416666666666667
sub-110,ECG_Only,0.7130952380952381,0.5311111111111111,0.6666666666666666,0.4888888888888889,0.8796296296296297
sub-110,EEG_Only,0.9833333333333333,0.8444444444444444,0.8333333333333334,0.8666666666666667,0.9777777777777777
sub-110,Fused_EEG_ECG,0.9833333333333333,0.6888888888888888,0.6666666666666666,0.7333333333333333,0.9555555555555555
sub-111,ECG_Only,0.7222222222222222,0.3771428571428571,0.5666666666666667,0.3422222222222222,0.8024242424242425
sub-111,EEG_Only,0.8222222222222223,0.6222222222222221,0.6,0.6666666666666666,0.9490909090909091
sub-111,Fused_EEG_ECG,0.8296296296296296,0.6666666666666666,0.6333333333333333,0.7333333333333333,0.9496969696969697
sub-112,ECG_Only,0.8404777777777778,0.6241828541828541,0.7222222222222222,0.5965934065934065,0.844367816091954
sub-112,EEG_Only,0.9964777777777779,0.9126651126651127,0.9600000000000001,0.8861111111111111,0.9659770114942529
sub-112,Fused_EEG_ECG,0.9947370370370371,0.9298368298368299,0.9600000000000001,0.9162698412698412,0.9728735632183908
sub-113,ECG_Only,0.9307151979565772,0.6446031746031746,0.8,0.5707936507936507,0.9274621212121212
sub-113,EEG_Only,1.0,0.9600000000000001,0.9333333333333333,1.0,0.9938131313131312
sub-113,Fused_EEG_ECG,1.0,0.9600000000000001,0.9333333333333333,1.0,0.9938131313131312
sub-114,ECG_Only,0.743544137022398,0.1711111111111111,0.26666666666666666,0.15555555555555553,0.9
sub-114,EEG_Only,0.7147233201581027,0.18888888888888886,0.2,0.2,0.9166666666666666
sub-114,Fused_EEG_ECG,0.783695652173913,0.26666666666666666,0.26666666666666666,0.3,0.9444444444444444
sub-115,ECG_Only,0.8169334684228301,0.2941155141155141,0.2777777777777778,0.33894660894660894,0.9506849315068493
sub-115,EEG_Only,0.989790611279973,0.9162626262626262,0.8555555555555556,1.0,0.9945205479452054
sub-115,Fused_EEG_ECG,0.9930124957784532,0.9162626262626262,0.8555555555555556,1.0,0.9945205479452054
sub-116,ECG_Only,0.695653714182804,0.20562477278232302,0.21414141414141413,0.20578968789495106,0.8720853568800588
sub-116,EEG_Only,0.9942446043165468,0.9441036451471234,0.9388888888888889,0.9571872571872572,0.9915967623252391
sub-116,Fused_EEG_ECG,0.9919028413632731,0.9406404416839199,0.9333333333333333,0.9571872571872572,0.9911552612214863
sub-119,ECG_Only,0.7493707912457913,0.31802472225393114,0.33055555555555555,0.36435897435897435,0.7940735365263668
sub-119,EEG_Only,0.9904082491582492,0.8590811997313546,0.9194444444444444,0.8221548821548822,0.9519593613933236
sub-119,Fused_EEG_ECG,0.9869149831649832,0.8422039639067502,0.8712962962962963,0.8341125541125541,0.9482583454281567
sub-121,ECG_Only,0.5675549450549451,0.2168837314502949,0.23452380952380952,0.21005772005772005,0.6313762626262627
sub-121,EEG_Only,1.0,0.971031746031746,0.9642857142857143,0.9851851851851853,0.9876262626262626
sub-121,Fused_EEG_ECG,0.9992380952380953,0.966031746031746,0.9547619047619047,0.9833333333333333,0.9855429292929293
sub-122,ECG_Only,0.5875,0.4804232804232804,0.5,0.48000000000000004,0.49523809523809526
sub-122,EEG_Only,0.9902777777777777,0.9263492063492064,0.9,0.9777777777777777,0.9309523809523809
sub-122,Fused_EEG_ECG,0.9722222222222222,0.9263492063492064,0.9,0.9777777777777777,0.9309523809523809
sub-123,ECG_Only,0.6828395061728395,0.29978835978835977,0.36666666666666664,0.29904761904761906,0.6621212121212121
sub-123,EEG_Only,1.0,1.0,1.0,1.0,1.0
sub-123,Fused_EEG_ECG,1.0,1.0,1.0,1.0,1.0
sub-124,ECG_Only,0.9672619047619048,0.8266666666666667,0.8333333333333334,0.8666666666666667,0.9414814814814815
sub-124,EEG_Only,0.9815476190476191,0.8044444444444444,0.8,0.8666666666666667,0.9214814814814816
sub-124,Fused_EEG_ECG,0.9767857142857144,0.8177777777777778,0.8,0.8888888888888888,0.9288888888888889
sub-125,ECG_Only,0.7079074074074074,0.46714285714285714,0.44333333333333336,0.5257142857142857,0.6612698412698413
sub-125,EEG_Only,0.9924074074074074,0.9073737373737373,0.89,0.9344444444444445,0.939047619047619
sub-125,Fused_EEG_ECG,0.9924074074074074,0.89996632996633,0.8766666666666667,0.9344444444444445,0.9346031746031745
