model_name,fold,accuracy,roc_auc,f1_seizure,recall_seizure,precision_seizure
EEG_Only,0,0.9931506849315068,1.0,0.9411764705882353,1.0,0.8888888888888888
EEG_Only,1,0.9863013698630136,0.9542572463768115,0.8571428571428571,0.75,1.0
EEG_Only,2,0.9794520547945206,0.983695652173913,0.8,0.75,0.8571428571428571
EEG_Only,3,0.9794520547945206,0.9746376811594203,0.8,0.75,0.8571428571428571
EEG_Only,4,0.9863013698630136,0.9835560123329907,0.8333333333333334,0.7142857142857143,1.0
EEG_Only,5,0.9863013698630136,0.9927536231884058,0.8571428571428571,0.75,1.0
EEG_Only,6,0.958904109589041,0.9737318840579711,0.5,0.375,0.75
EEG_Only,7,0.9794520547945206,0.9067028985507246,0.8235294117647058,0.875,0.7777777777777778
EEG_Only,8,0.9863013698630136,1.0,0.8571428571428571,0.75,1.0
EEG_Only,9,0.9863013698630136,1.0,0.875,1.0,0.7777777777777778
EEG_Only,10,0.9931506849315068,0.9026268115942029,0.9333333333333333,0.875,1.0
EEG_Only,11,0.9794520547945206,0.9139492753623188,0.8,0.75,0.8571428571428571
EEG_Only,12,0.9931506849315068,0.9999999999999999,0.9333333333333333,0.875,1.0
EEG_Only,13,0.9931506849315068,1.0,0.9411764705882353,1.0,0.8888888888888888
EEG_Only,14,0.9794520547945206,0.9630010277492291,0.7692307692307693,0.7142857142857143,0.8333333333333334
ECG_Only,0,0.8904109589041096,0.7608695652173914,0.2,0.25,0.16666666666666666
ECG_Only,1,0.9041095890410958,0.8152173913043477,0.125,0.125,0.125
ECG_Only,2,0.8972602739726028,0.6077898550724637,0.11764705882352941,0.125,0.1111111111111111
ECG_Only,3,0.8698630136986302,0.6770833333333334,0.09523809523809523,0.125,0.07692307692307693
ECG_Only,4,0.9246575342465754,0.6207605344295992,0.0,0.0,0.0
ECG_Only,5,0.9041095890410958,0.5778985507246377,0.0,0.0,0.0
ECG_Only,6,0.8493150684931506,0.6997282608695652,0.0,0.0,0.0
ECG_Only,7,0.9041095890410958,0.8120471014492754,0.0,0.0,0.0
ECG_Only,8,0.910958904109589,0.6367753623188406,0.0,0.0,0.0
ECG_Only,9,0.8835616438356164,0.6783144912641316,0.0,0.0,0.0
ECG_Only,10,0.9041095890410958,0.8478260869565217,0.2222222222222222,0.25,0.2
ECG_Only,11,0.9041095890410958,0.6779891304347826,0.0,0.0,0.0
ECG_Only,12,0.8972602739726028,0.7255434782608695,0.11764705882352941,0.125,0.1111111111111111
ECG_Only,13,0.8972602739726028,0.4193840579710145,0.0,0.0,0.0
ECG_Only,14,0.8561643835616438,0.5282631038026722,0.08695652173913043,0.14285714285714285,0.0625
Fused_EEG_ECG,0,0.9931506849315068,1.0,0.9411764705882353,1.0,0.8888888888888888
Fused_EEG_ECG,1,0.9863013698630136,0.931159420289855,0.8571428571428571,0.75,1.0
Fused_EEG_ECG,2,0.9794520547945206,0.990036231884058,0.8,0.75,0.8571428571428571
Fused_EEG_ECG,3,0.9794520547945206,0.957427536231884,0.8,0.75,0.8571428571428571
Fused_EEG_ECG,4,0.9794520547945206,0.9691675231243576,0.7272727272727273,0.5714285714285714,1.0
Fused_EEG_ECG,5,0.9794520547945206,0.9882246376811593,0.7692307692307693,0.625,1.0
Fused_EEG_ECG,6,0.958904109589041,0.9782608695652173,0.5,0.375,0.75
Fused_EEG_ECG,7,0.9863013698630136,0.9026268115942029,0.875,0.875,0.875
Fused_EEG_ECG,8,0.9863013698630136,1.0,0.8571428571428571,0.75,1.0
Fused_EEG_ECG,9,0.9931506849315068,1.0,0.9333333333333333,1.0,0.875
Fused_EEG_ECG,10,0.9931506849315068,0.9365942028985507,0.9333333333333333,0.875,1.0
Fused_EEG_ECG,11,0.9794520547945206,0.9429347826086957,0.8,0.75,0.8571428571428571
Fused_EEG_ECG,12,0.9863013698630136,1.0,0.8571428571428571,0.75,1.0
Fused_EEG_ECG,13,0.9931506849315068,0.9990942028985507,0.9333333333333333,0.875,1.0
Fused_EEG_ECG,14,0.9863013698630136,0.9743062692702981,0.8333333333333334,0.7142857142857143,1.0
