model_name,fold,accuracy,roc_auc,f1_seizure,recall_seizure,precision_seizure
EEG_Only,0,0.9811320754716981,0.9974747474747475,0.9411764705882353,0.8888888888888888,1.0
EEG_Only,1,0.9433962264150944,1.0,0.8421052631578947,1.0,0.7272727272727273
EEG_Only,2,0.9622641509433962,0.9833333333333333,0.875,0.875,0.875
EEG_Only,3,0.9433962264150944,0.9833333333333333,0.8421052631578947,1.0,0.7272727272727273
EEG_Only,4,0.9230769230769231,0.9914772727272726,0.7142857142857143,0.625,0.8333333333333334
EEG_Only,5,0.9811320754716981,0.994949494949495,0.9411764705882353,0.8888888888888888,1.0
EEG_Only,6,0.9811320754716981,0.9999999999999999,0.9411764705882353,1.0,0.8888888888888888
EEG_Only,7,0.8867924528301887,0.9694444444444444,0.7,0.875,0.5833333333333334
EEG_Only,8,0.9811320754716981,1.0,0.9333333333333333,0.875,1.0
EEG_Only,9,0.9615384615384616,1.0,0.8888888888888888,1.0,0.8
EEG_Only,10,0.9056603773584906,0.9722222222222222,0.7619047619047619,0.8888888888888888,0.6666666666666666
EEG_Only,11,0.9811320754716981,0.9888888888888888,0.9411764705882353,1.0,0.8888888888888888
EEG_Only,12,0.9622641509433962,0.9777777777777777,0.8888888888888888,1.0,0.8
EEG_Only,13,0.9622641509433962,0.9972222222222222,0.875,0.875,0.875
EEG_Only,14,0.9230769230769231,1.0,0.8,1.0,0.6666666666666666
ECG_Only,0,0.7358490566037735,0.6414141414141414,0.125,0.1111111111111111,0.14285714285714285
ECG_Only,1,0.8867924528301887,0.8791666666666667,0.5,0.375,0.75
ECG_Only,2,0.6415094339622641,0.6569444444444444,0.3448275862068966,0.625,0.23809523809523808
ECG_Only,3,0.8301886792452831,0.7833333333333333,0.4,0.375,0.42857142857142855
ECG_Only,4,0.7884615384615384,0.7272727272727273,0.26666666666666666,0.25,0.2857142857142857
ECG_Only,5,0.7735849056603774,0.7424242424242424,0.14285714285714285,0.1111111111111111,0.2
ECG_Only,6,0.7924528301886793,0.6194444444444445,0.0,0.0,0.0
ECG_Only,7,0.8113207547169812,0.8833333333333334,0.4444444444444444,0.5,0.4
ECG_Only,8,0.8679245283018868,0.8055555555555556,0.5333333333333333,0.5,0.5714285714285714
ECG_Only,9,0.75,0.7357954545454546,0.38095238095238093,0.5,0.3076923076923077
ECG_Only,10,0.8301886792452831,0.6830808080808081,0.18181818181818182,0.1111111111111111,0.5
ECG_Only,11,0.8679245283018868,0.8180555555555555,0.36363636363636365,0.25,0.6666666666666666
ECG_Only,12,0.7924528301886793,0.6375,0.35294117647058826,0.375,0.3333333333333333
ECG_Only,13,0.7924528301886793,0.8388888888888889,0.35294117647058826,0.375,0.3333333333333333
ECG_Only,14,0.75,0.7883522727272727,0.38095238095238093,0.5,0.3076923076923077
Fused_EEG_ECG,0,0.9811320754716981,0.9974747474747475,0.9411764705882353,0.8888888888888888,1.0
Fused_EEG_ECG,1,0.9433962264150944,0.9944444444444445,0.8421052631578947,1.0,0.7272727272727273
Fused_EEG_ECG,2,0.9622641509433962,0.9944444444444445,0.875,0.875,0.875
Fused_EEG_ECG,3,0.9433962264150944,0.9805555555555555,0.8421052631578947,1.0,0.7272727272727273
Fused_EEG_ECG,4,0.9423076923076923,0.9971590909090909,0.7692307692307693,0.625,1.0
Fused_EEG_ECG,5,0.9622641509433962,0.9924242424242424,0.8888888888888888,0.8888888888888888,0.8888888888888888
Fused_EEG_ECG,6,0.9433962264150944,0.9916666666666668,0.8,0.75,0.8571428571428571
Fused_EEG_ECG,7,0.8867924528301887,0.9472222222222223,0.7,0.875,0.5833333333333334
Fused_EEG_ECG,8,0.9811320754716981,1.0,0.9333333333333333,0.875,1.0
Fused_EEG_ECG,9,0.9615384615384616,1.0,0.8888888888888888,1.0,0.8
Fused_EEG_ECG,10,0.8679245283018868,0.9444444444444445,0.631578947368421,0.6666666666666666,0.6
Fused_EEG_ECG,11,0.9622641509433962,0.9888888888888888,0.875,0.875,0.875
Fused_EEG_ECG,12,0.9433962264150944,0.9777777777777779,0.8235294117647058,0.875,0.7777777777777778
Fused_EEG_ECG,13,0.9811320754716981,0.9972222222222222,0.9333333333333333,0.875,1.0
Fused_EEG_ECG,14,0.9615384615384616,1.0,0.8888888888888888,1.0,0.8
